# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE               BB               phiphi           Tphi             Ephi             
1071 1.6006268196e-10 3.6090122223e-12 -1.0459819947e-11 1.4015086839e-14 4.9686071103e-15 4.1071576138e-17 1.7301271928e-16
1072 1.6046054726e-10 3.5709422098e-12 -1.0450400494e-11 1.4021416077e-14 4.9508094077e-15 3.5714140191e-17 1.7130027937e-16
1073 1.6085671987e-10 3.5329836785e-12 -1.0437914264e-11 1.4027767180e-14 4.9330903022e-15 3.0470720707e-17 1.6958608178e-16
1074 1.6125091008e-10 3.4951510429e-12 -1.0422383730e-11 1.4034136653e-14 4.9154493962e-15 2.5341857454e-17 1.6786904529e-16
1075 1.6164282612e-10 3.4574588183e-12 -1.0403831626e-11 1.4040520974e-14 4.8978862850e-15 2.0328090237e-17 1.6614808056e-16
1076 1.6203217411e-10 3.4199216207e-12 -1.0382280952e-11 1.4046916594e-14 4.8804005565e-15 1.5429958899e-17 1.6442209008e-16
1077 1.6241865807e-10 3.3825541670e-12 -1.0357754966e-11 1.4053319935e-14 4.8629917914e-15 1.0648003313e-17 1.6268996814e-16
1078 1.6280197994e-10 3.3453712757e-12 -1.0330277192e-11 1.4059727391e-14 4.8456595631e-15 5.9827633833e-18 1.6095060083e-16
1079 1.6318183953e-10 3.3083878666e-12 -1.0299871419e-11 1.4066135331e-14 4.8284034376e-15 1.4347790396e-18 1.5920286604e-16
1080 1.6355793454e-10 3.2716189612e-12 -1.0266561700e-11 1.4072540093e-14 4.8112229734e-15 -2.9954097656e-18 1.5744563339e-16
1081 1.6392996057e-10 3.2350796832e-12 -1.0230372352e-11 1.4078937990e-14 4.7941177220e-15 -7.3072630597e-18 1.5567776423e-16
1082 1.6429761106e-10 3.1987852584e-12 -1.0191327962e-11 1.4085325303e-14 4.7770872272e-15 -1.1500240853e-17 1.5389811167e-16
1083 1.6466057737e-10 3.1627510148e-12 -1.0149453381e-11 1.4091698290e-14 4.7601310255e-15 -1.5573803144e-17 1.5210552047e-16
1084 1.6501854870e-10 3.1269923833e-12 -1.0104773728e-11 1.4098053177e-14 4.7432486459e-15 -1.9527409919e-17 1.5029882712e-16
1085 1.6537121211e-10 3.0915248976e-12 -1.0057314391e-11 1.4104386163e-14 4.7264396099e-15 -2.3360521158e-17 1.4847685973e-16
1086 1.6571827663e-10 3.0563631973e-12 -1.0007103831e-11 1.4110693561e-14 4.7097034684e-15 -2.7072900149e-17 1.4663874318e-16
1087 1.6605954590e-10 3.0215180219e-12 -9.9541820330e-12 1.4116972221e-14 4.6930399120e-15 -3.0665527904e-17 1.4478481891e-16
1088 1.6639484647e-10 2.9869991765e-12 -9.8985921711e-12 1.4123219110e-14 4.6764486618e-15 -3.4139701051e-17 1.4291573742e-16
1089 1.6672400380e-10 2.9528165261e-12 -9.8403778138e-12 1.4129431175e-14 4.6599294333e-15 -3.7496729675e-17 1.4103215434e-16
1090 1.6704684227e-10 2.9189799953e-12 -9.7795829262e-12 1.4135605340e-14 4.6434819358e-15 -4.0737937348e-17 1.3913473045e-16
1091 1.6736318517e-10 2.8854995683e-12 -9.7162518708e-12 1.4141738506e-14 4.6271058728e-15 -4.3864661165e-17 1.3722413162e-16
1092 1.6767285468e-10 2.8523852896e-12 -9.6504294082e-12 1.4147827553e-14 4.6108009417e-15 -4.6878251778e-17 1.3530102890e-16
1093 1.6797567192e-10 2.8196472635e-12 -9.5821606984e-12 1.4153869338e-14 4.5945668341e-15 -4.9780073430e-17 1.3336609850e-16
1094 1.6827145686e-10 2.7872956546e-12 -9.5114913013e-12 1.4159860694e-14 4.5784032354e-15 -5.2571503988e-17 1.3142002181e-16
1095 1.6856002840e-10 2.7553406879e-12 -9.4384671783e-12 1.4165798435e-14 4.5623098252e-15 -5.5253934978e-17 1.2946348538e-16
1096 1.6884120434e-10 2.7237926487e-12 -9.3631346927e-12 1.4171679349e-14 4.5462862768e-15 -5.7828771620e-17 1.2749718098e-16
1097 1.6911480136e-10 2.6926618830e-12 -9.2855406110e-12 1.4177500204e-14 4.5303322576e-15 -6.0297432858e-17 1.2552180559e-16
1098 1.6938063504e-10 2.6619587973e-12 -9.2057321037e-12 1.4183257744e-14 4.5144474289e-15 -6.2661351398e-17 1.2353806139e-16
1099 1.6963851984e-10 2.6316938593e-12 -9.1237567462e-12 1.4188948690e-14 4.4986314460e-15 -6.4921973742e-17 1.2154665583e-16
1100 1.6988826911e-10 2.6018775973e-12 -9.0396625200e-12 1.4194569742e-14 4.4828839579e-15 -6.7080760219e-17 1.1954830157e-16
1101 1.7012969509e-10 2.5725206009e-12 -8.9534978137e-12 1.4200117576e-14 4.4672046077e-15 -6.9139185020e-17 1.1754371654e-16
1102 1.7036260891e-10 2.5436335207e-12 -8.8653114235e-12 1.4205588844e-14 4.4515930321e-15 -7.1098736235e-17 1.1553362395e-16
1103 1.7058682056e-10 2.5152270688e-12 -8.7751525547e-12 1.4210980178e-14 4.4360488618e-15 -7.2960915883e-17 1.1351875228e-16
1104 1.7080213891e-10 2.4873120188e-12 -8.6830708224e-12 1.4216288186e-14 4.4205717215e-15 -7.4727239947e-17 1.1149983531e-16
1105 1.7100837172e-10 2.4598992056e-12 -8.5891162523e-12 1.4221509450e-14 4.4051612292e-15 -7.6399238411e-17 1.0947761211e-16
1106 1.7120532561e-10 2.4329995262e-12 -8.4933392822e-12 1.4226640534e-14 4.3898169973e-15 -7.7978455289e-17 1.0745282708e-16
1107 1.7139280609e-10 2.4066239392e-12 -8.3957907625e-12 1.4231677975e-14 4.3745386315e-15 -7.9466448664e-17 1.0542622996e-16
1108 1.7157061751e-10 2.3807834651e-12 -8.2965219572e-12 1.4236618289e-14 4.3593257314e-15 -8.0864790717e-17 1.0339857580e-16
1109 1.7173856309e-10 2.3554891866e-12 -8.1955845451e-12 1.4241457967e-14 4.3441778905e-15 -8.2175067766e-17 1.0137062503e-16
1110 1.7189644494e-10 2.3307522488e-12 -8.0930306206e-12 1.4246193480e-14 4.3290946958e-15 -8.3398880297e-17 9.9343143436e-17
1111 1.7204408925e-10 2.3065826534e-12 -7.9889127937e-12 1.4250821524e-14 4.3140757592e-15 -8.4537560973e-17 9.7316836221e-17
1112 1.7218142238e-10 2.2829856262e-12 -7.8832844902e-12 1.4255339789e-14 4.2991208104e-15 -8.5591324541e-17 9.5292149190e-17
1113 1.7230839579e-10 2.2599652024e-12 -7.7761996573e-12 1.4259746203e-14 4.2842296055e-15 -8.6560106814e-17 9.3269464974e-17
1114 1.7242496088e-10 2.2375254278e-12 -7.6677126659e-12 1.4264038683e-14 4.2694018950e-15 -8.7443845684e-17 9.1249168761e-17
1115 1.7253106903e-10 2.2156703584e-12 -7.5578783118e-12 1.4268215130e-14 4.2546374250e-15 -8.8242481134e-17 8.9231648294e-17
1116 1.7262667153e-10 2.1944040609e-12 -7.4467518166e-12 1.4272273437e-14 4.2399359360e-15 -8.8955955240e-17 8.7217293885e-17
1117 1.7271171963e-10 2.1737306126e-12 -7.3343888285e-12 1.4276211482e-14 4.2252971639e-15 -8.9584212179e-17 8.5206498413e-17
1118 1.7278616454e-10 2.1536541011e-12 -7.2208454233e-12 1.4280027129e-14 4.2107208393e-15 -9.0127198237e-17 8.3199657336e-17
1119 1.7284995740e-10 2.1341786246e-12 -7.1061781058e-12 1.4283718232e-14 4.1962066877e-15 -9.0584861815e-17 8.1197168692e-17
1120 1.7290304931e-10 2.1153082919e-12 -6.9904438101e-12 1.4287282631e-14 4.1817544296e-15 -9.0957153435e-17 7.9199433106e-17
1121 1.7294539132e-10 2.0970472222e-12 -6.8736999010e-12 1.4290718154e-14 4.1673637805e-15 -9.1244025745e-17 7.7206853795e-17
1122 1.7297693443e-10 2.0793995454e-12 -6.7560041750e-12 1.4294022615e-14 4.1530344505e-15 -9.1445433529e-17 7.5219836575e-17
1123 1.7299762957e-10 2.0623694019e-12 -6.6374148611e-12 1.4297193817e-14 4.1387661448e-15 -9.1561333713e-17 7.3238789866e-17
1124 1.7300742764e-10 2.0459609427e-12 -6.5179906218e-12 1.4300229550e-14 4.1245585633e-15 -9.1591685367e-17 7.1264124697e-17
1125 1.7300627948e-10 2.0301783293e-12 -6.3977905543e-12 1.4303127589e-14 4.1104114009e-15 -9.1536449720e-17 6.9296254710e-17
1126 1.7299413589e-10 2.0150257338e-12 -6.2768741909e-12 1.4305885699e-14 4.0963243473e-15 -9.1395590156e-17 6.7335596169e-17
1127 1.7297094759e-10 2.0005073389e-12 -6.1553015008e-12 1.4308501630e-14 4.0822970868e-15 -9.1169072232e-17 6.5382567963e-17
1128 1.7293666528e-10 1.9866273381e-12 -6.0331328904e-12 1.4310973122e-14 4.0683292987e-15 -9.0856863676e-17 6.3437591612e-17
1129 1.7289123960e-10 1.9733899351e-12 -5.9104292045e-12 1.4313297897e-14 4.0544206570e-15 -9.0458934397e-17 6.1501091274e-17
1130 1.7283462114e-10 1.9607993447e-12 -5.7872517274e-12 1.4315473671e-14 4.0405708306e-15 -8.9975256491e-17 5.9573493748e-17
1131 1.7276676043e-10 1.9488597919e-12 -5.6636621837e-12 1.4317498140e-14 4.0267794829e-15 -8.9405804248e-17 5.7655228481e-17
1132 1.7268760796e-10 1.9375755127e-12 -5.5397227394e-12 1.4319368992e-14 4.0130462722e-15 -8.8750554158e-17 5.5746727574e-17
1133 1.7259711416e-10 1.9269507534e-12 -5.4154960028e-12 1.4321083900e-14 3.9993708515e-15 -8.8009484919e-17 5.3848425786e-17
1134 1.7249522942e-10 1.9169897713e-12 -5.2910450253e-12 1.4322640525e-14 3.9857528687e-15 -8.7182577442e-17 5.1960760541e-17
1135 1.7238190408e-10 1.9076968341e-12 -5.1664333029e-12 1.4324036513e-14 3.9721919659e-15 -8.6269814857e-17 5.0084171934e-17
1136 1.7225710872e-10 1.8990751136e-12 -5.0417223314e-12 1.4325269792e-14 3.9586878067e-15 -8.5271314976e-17 4.8218983416e-17
1137 1.7212089533e-10 1.8911233500e-12 -4.9169642382e-12 1.4326339453e-14 3.9452401547e-15 -8.4187729518e-17 4.6365042179e-17
1138 1.7197333693e-10 1.8838391444e-12 -4.7922090577e-12 1.4327244875e-14 3.9318487956e-15 -8.3019850032e-17 4.4522074155e-17
1139 1.7181450734e-10 1.8772200618e-12 -4.6675071691e-12 1.4327985441e-14 3.9185135107e-15 -8.1768475927e-17 4.2689802914e-17
1140 1.7164448121e-10 1.8712636310e-12 -4.5429092967e-12 1.4328560530e-14 3.9052340772e-15 -8.0434414492e-17 4.0867949654e-17
1141 1.7146333400e-10 1.8659673442e-12 -4.4184665109e-12 1.4328969522e-14 3.8920102679e-15 -7.9018480911e-17 3.9056233198e-17
1142 1.7127114199e-10 1.8613286572e-12 -4.2942302287e-12 1.4329211795e-14 3.8788418514e-15 -7.7521498290e-17 3.7254369984e-17
1143 1.7106798226e-10 1.8573449894e-12 -4.1702522150e-12 1.4329286726e-14 3.8657285920e-15 -7.5944297667e-17 3.5462074068e-17
1144 1.7085393272e-10 1.8540137232e-12 -4.0465845826e-12 1.4329193694e-14 3.8526702497e-15 -7.4287718037e-17 3.3679057109e-17
1145 1.7062907212e-10 1.8513322045e-12 -3.9232797934e-12 1.4328932073e-14 3.8396665801e-15 -7.2552606368e-17 3.1905028369e-17
1146 1.7039348001e-10 1.8492977422e-12 -3.8003906593e-12 1.4328501240e-14 3.8267173346e-15 -7.0739817622e-17 3.0139694707e-17
1147 1.7014723677e-10 1.8479076083e-12 -3.6779703424e-12 1.4327900569e-14 3.8138222601e-15 -6.8850214770e-17 2.8382760571e-17
1148 1.6989042363e-10 1.8471590377e-12 -3.5560723563e-12 1.4327129435e-14 3.8009810994e-15 -6.6884668815e-17 2.6633927995e-17
1149 1.6962312262e-10 1.8470492282e-12 -3.4347505663e-12 1.4326187211e-14 3.7881935906e-15 -6.4844058811e-17 2.4892896592e-17
1150 1.6934541663e-10 1.8475753405e-12 -3.3140591909e-12 1.4325073269e-14 3.7754594677e-15 -6.2729271879e-17 2.3159363549e-17
1151 1.6905738935e-10 1.8487344976e-12 -3.1940528018e-12 1.4323786980e-14 3.7627784602e-15 -6.0541203225e-17 2.1433023621e-17
1152 1.6875912535e-10 1.8505237855e-12 -3.0747863249e-12 1.4322327718e-14 3.7501502931e-15 -5.8280756165e-17 1.9713569127e-17
1153 1.6845071000e-10 1.8529402524e-12 -2.9563150413e-12 1.4320694850e-14 3.7375746873e-15 -5.5948842138e-17 1.8000689941e-17
1154 1.6813222953e-10 1.8559809089e-12 -2.8386945878e-12 1.4318887748e-14 3.7250513589e-15 -5.3546380727e-17 1.6294073490e-17
1155 1.6780377101e-10 1.8596427281e-12 -2.7219809576e-12 1.4316905780e-14 3.7125800197e-15 -5.1074299678e-17 1.4593404748e-17
1156 1.6746542236e-10 1.8639226451e-12 -2.6062305012e-12 1.4314748314e-14 3.7001603772e-15 -4.8533534920e-17 1.2898366227e-17
1157 1.6711727232e-10 1.8688175572e-12 -2.4914999271e-12 1.4312414718e-14 3.6877921344e-15 -4.5925030580e-17 1.1208637976e-17
1158 1.6675941051e-10 1.8743243237e-12 -2.3778463025e-12 1.4309904357e-14 3.6754749896e-15 -4.3249739008e-17 9.5238975726e-18
1159 1.6639192738e-10 1.8804397657e-12 -2.2653270542e-12 1.4307216599e-14 3.6632086368e-15 -4.0508620789e-17 7.8438201181e-18
1160 1.6601491424e-10 1.8871606664e-12 -2.1539999691e-12 1.4304350808e-14 3.6509927655e-15 -3.7702644767e-17 6.1680782326e-18
1161 1.6562847435e-10 1.8944830291e-12 -2.0439190434e-12 1.4301306606e-14 3.6388270831e-15 -3.4832921672e-17 4.4964578820e-18
1162 1.6523275636e-10 1.9023998440e-12 -1.9351219703e-12 1.4298084641e-14 3.6267113824e-15 -3.1901106802e-17 2.8292074704e-18
1163 1.6482792129e-10 1.9109032933e-12 -1.8276424967e-12 1.4294685829e-14 3.6146454748e-15 -2.8909002448e-17 1.1666931315e-18
1164 1.6441413147e-10 1.9199854897e-12 -1.7215145601e-12 1.4291111096e-14 3.6026291682e-15 -2.5858424772e-17 -4.9071670160e-19
1165 1.6399155059e-10 1.9296384769e-12 -1.6167722895e-12 1.4287361375e-14 3.5906622670e-15 -2.2751203843e-17 -2.1426512915e-18
1166 1.6356034362e-10 1.9398542286e-12 -1.5134500060e-12 1.4283437612e-14 3.5787445716e-15 -1.9589183664e-17 -3.7887375919e-18
1167 1.6312067689e-10 1.9506246489e-12 -1.4115822226e-12 1.4279340763e-14 3.5668758792e-15 -1.6374222204e-17 -5.4286002428e-18
1168 1.6267271805e-10 1.9619415721e-12 -1.3112036450e-12 1.4275071790e-14 3.5550559831e-15 -1.3108191428e-17 -7.0618615659e-18
1169 1.6221663608e-10 1.9737967620e-12 -1.2123491717e-12 1.4270631671e-14 3.5432846728e-15 -9.7929773298e-18 -8.6881415595e-18
1170 1.6175260132e-10 1.9861819126e-12 -1.1150538948e-12 1.4266021389e-14 3.5315617345e-15 -6.4304799601e-18 -1.0307057894e-17
1171 1.6128078543e-10 1.9990886473e-12 -1.0193530998e-12 1.4261241940e-14 3.5198869504e-15 -3.0226134594e-18 -1.1918225908e-17
1172 1.6080136142e-10 2.0125085189e-12 -9.2528226661e-13 1.4256294328e-14 3.5082600992e-15 4.2869391216e-19 -1.3521258601e-17
1173 1.6031450365e-10 2.0264330095e-12 -8.3287706930e-13 1.4251179569e-14 3.4966809557e-15 3.9214997438e-18 -1.5115766631e-17
1174 1.5982038782e-10 2.0408535303e-12 -7.4217337694e-13 1.4245898689e-14 3.4851492913e-15 7.4538474434e-18 -1.6701358311e-17
1175 1.5931919099e-10 2.0557614216e-12 -6.5320725378e-13 1.4240452722e-14 3.4736648733e-15 1.1023766207e-17 -1.8277639599e-17
1176 1.5881109159e-10 2.0711479523e-12 -5.6601495970e-13 1.4234842714e-14 3.4622274656e-15 1.4629270986e-17 -1.9844214099e-17
1177 1.5829626939e-10 2.0870043200e-12 -4.8063295050e-13 1.4229069722e-14 3.4508368281e-15 1.8268362461e-17 -2.1400683054e-17
1178 1.5777490552e-10 2.1033216508e-12 -3.9709787840e-13 1.4223134811e-14 3.4394927172e-15 2.1939027005e-17 -2.2946645339e-17
1179 1.5724718249e-10 2.1200909991e-12 -3.1544659230e-13 1.4217039058e-14 3.4281948853e-15 2.5639236657e-17 -2.4481697460e-17
1180 1.5671328416e-10 2.1373033474e-12 -2.3571613825e-13 1.4210783549e-14 3.4169430812e-15 2.9366949091e-17 -2.6005433548e-17
1181 1.5617339577e-10 2.1549496063e-12 -1.5794375975e-13 1.4204369381e-14 3.4057370498e-15 3.3120107583e-17 -2.7517445353e-17
1182 1.5562770394e-10 2.1730206142e-12 -8.2166898223e-14 1.4197797662e-14 3.3945765323e-15 3.6896640979e-17 -2.9017322240e-17
1183 1.5507639667e-10 2.1915071371e-12 -8.4231932896e-15 1.4191069509e-14 3.3834612661e-15 4.0694463671e-17 -3.0504651185e-17
1184 1.5451966331e-10 2.2103998685e-12 6.3249516778e-14 1.4184186049e-14 3.3723909847e-15 4.4511475558e-17 -3.1979016770e-17
1185 1.5395769463e-10 2.2296894294e-12 1.3281319471e-13 1.4177148423e-14 3.3613654179e-15 4.8345562021e-17 -3.3440001176e-17
1186 1.5339068314e-10 2.2493661501e-12 2.0023429418e-13 1.4169957934e-14 3.3503843107e-15 5.2195003572e-17 -3.4887229561e-17
1187 1.5281882435e-10 2.2694194138e-12 2.6549789370e-13 1.4162616535e-14 3.3394474811e-15 5.6059710402e-17 -3.6320506800e-17
1188 1.5224231553e-10 2.2898383046e-12 3.2859373614e-13 1.4155126348e-14 3.3285547634e-15 5.9940002987e-17 -3.7739682418e-17
1189 1.5166135538e-10 2.3106118245e-12 3.8951155426e-13 1.4147489513e-14 3.3177059884e-15 6.3836203789e-17 -3.9144605365e-17
1190 1.5107614400e-10 2.3317288931e-12 4.4824107071e-13 1.4139708189e-14 3.3069009841e-15 6.7748637262e-17 -4.0535124014e-17
1191 1.5048688293e-10 2.3531783478e-12 5.0477199803e-13 1.4131784551e-14 3.2961395753e-15 7.1677629853e-17 -4.1911086159e-17
1192 1.4989377509e-10 2.3749489431e-12 5.5909403871e-13 1.4123720789e-14 3.2854215837e-15 7.5623510009e-17 -4.3272339017e-17
1193 1.4929702487e-10 2.3970293507e-12 6.1119688521e-13 1.4115519112e-14 3.2747468278e-15 7.9586608179e-17 -4.4618729223e-17
1194 1.4869683805e-10 2.4194081593e-12 6.6107021993e-13 1.4107181745e-14 3.2641151232e-15 8.3567256819e-17 -4.5950102834e-17
1195 1.4809342185e-10 2.4420738745e-12 7.0870371530e-13 1.4098710933e-14 3.2535262822e-15 8.7565790398e-17 -4.7266305324e-17
1196 1.4748698492e-10 2.4650149183e-12 7.5408703375e-13 1.4090108933e-14 3.2429801140e-15 9.1582545398e-17 -4.8567181586e-17
1197 1.4687773736e-10 2.4882196293e-12 7.9720982777e-13 1.4081378024e-14 3.2324764246e-15 9.5617860322e-17 -4.9852575929e-17
1198 1.4626589067e-10 2.5116762624e-12 8.3806173988e-13 1.4072520500e-14 3.2220150170e-15 9.9672075696e-17 -5.1122332078e-17
1199 1.4565165783e-10 2.5353729885e-12 8.7663240272e-13 1.4063538671e-14 3.2115956908e-15 1.0374553407e-16 -5.2376293174e-17
1200 1.4503525325e-10 2.5592978945e-12 9.1291143900e-13 1.4054434868e-14 3.2012182427e-15 1.0783858004e-16 -5.3614301771e-17
1201 1.4441689277e-10 2.5834389830e-12 9.4688846158e-13 1.4045211435e-14 3.1908824660e-15 1.1195156022e-16 -5.4836199838e-17
1202 1.4379679370e-10 2.6077841721e-12 9.7855307346e-13 1.4035870738e-14 3.1805881508e-15 1.1608482327e-16 -5.6041828754e-17
1203 1.4317517480e-10 2.6323212952e-12 1.0078948678e-12 1.4026415155e-14 3.1703350843e-15 1.2023871990e-16 -5.7231029313e-17
1204 1.4255225627e-10 2.6570381012e-12 1.0349034280e-12 1.4016847086e-14 3.1601230502e-15 1.2441360287e-16 -5.8403641717e-17
1205 1.4192825979e-10 2.6819222538e-12 1.0595683276e-12 1.4007168947e-14 3.1499518291e-15 1.2860982697e-16 -5.9559505579e-17
1206 1.4130340849e-10 2.7069613314e-12 1.0818791303e-12 1.3997383170e-14 3.1398211983e-15 1.3282774908e-16 -6.0698459921e-17
1207 1.4067792697e-10 2.7321428275e-12 1.1018253903e-12 1.3987492206e-14 3.1297309319e-15 1.3706772812e-16 -6.1820343173e-17
1208 1.4005204128e-10 2.7574541496e-12 1.1193966519e-12 1.3977498525e-14 3.1196808009e-15 1.4133012508e-16 -6.2924993173e-17
1209 1.3942597896e-10 2.7828826199e-12 1.1345824498e-12 1.3967404612e-14 3.1096705729e-15 1.4561530302e-16 -6.4012247163e-17
1210 1.3879996901e-10 2.8084154745e-12 1.1473723087e-12 1.3957212970e-14 3.0997000124e-15 1.4992362706e-16 -6.5081941794e-17
1211 1.3817423284e-10 2.8340401882e-12 1.1577597311e-12 1.3946926147e-14 3.0897688967e-15 1.5425518187e-16 -6.6133987017e-17
1212 1.3754895682e-10 2.8597454534e-12 1.1657542101e-12 1.3936546815e-14 3.0798770662e-15 1.5860892022e-16 -6.7168588761e-17
1213 1.3692431939e-10 2.8855202126e-12 1.1713693611e-12 1.3926077688e-14 3.0700243747e-15 1.6298350416e-16 -6.8186028945e-17
1214 1.3630050011e-10 2.9113533347e-12 1.1746189486e-12 1.3915521501e-14 3.0602106733e-15 1.6737758658e-16 -6.9186591826e-17
1215 1.3567767968e-10 2.9372336145e-12 1.1755168862e-12 1.3904881007e-14 3.0504358108e-15 1.7178981121e-16 -7.0170564006e-17
1216 1.3505603992e-10 2.9631497732e-12 1.1740772372e-12 1.3894158980e-14 3.0406996331e-15 1.7621881261e-16 -7.1138234438e-17
1217 1.3443576378e-10 2.9890904576e-12 1.1703142147e-12 1.3883358210e-14 3.0310019835e-15 1.8066321613e-16 -7.2089894429e-17
1218 1.3381703534e-10 3.0150442403e-12 1.1642421821e-12 1.3872481508e-14 3.0213427026e-15 1.8512163791e-16 -7.3025837647e-17
1219 1.3320003982e-10 3.0409996196e-12 1.1558756535e-12 1.3861531703e-14 3.0117216284e-15 1.8959268486e-16 -7.3946360125e-17
1220 1.3258496357e-10 3.0669450191e-12 1.1452292939e-12 1.3850511643e-14 3.0021385962e-15 1.9407495461e-16 -7.4851760265e-17
1221 1.3197199411e-10 3.0928687875e-12 1.1323179197e-12 1.3839424196e-14 2.9925934386e-15 1.9856703554e-16 -7.5742338848e-17
1222 1.3136132006e-10 3.1187591989e-12 1.1171564990e-12 1.3828272248e-14 2.9830859856e-15 2.0306750672e-16 -7.6618399033e-17
1223 1.3075313120e-10 3.1446044521e-12 1.0997601517e-12 1.3817058706e-14 2.9736160643e-15 2.0757493791e-16 -7.7480246367e-17
1224 1.3014761848e-10 3.1703926711e-12 1.0801441502e-12 1.3805786495e-14 2.9641834994e-15 2.1208788954e-16 -7.8328188786e-17
1225 1.2954497396e-10 3.1961119040e-12 1.0583239198e-12 1.3794458559e-14 2.9547881126e-15 2.1660491270e-16 -7.9162536625e-17
1226 1.2894539089e-10 3.2217501239e-12 1.0343150385e-12 1.3783077861e-14 2.9454297231e-15 2.2112454909e-16 -7.9983602618e-17
1227 1.2834906363e-10 3.2472952280e-12 1.0081332379e-12 1.3771647386e-14 2.9361081472e-15 2.2564533104e-16 -8.0791701908e-17
1228 1.2775618774e-10 3.2727350377e-12 9.7979440337e-13 1.3760170134e-14 2.9268231985e-15 2.3016578145e-16 -8.1587152048e-17
1229 1.2716695992e-10 3.2980572985e-12 9.4931457434e-13 1.3748649129e-14 2.9175746881e-15 2.3468441382e-16 -8.2370273010e-17
1230 1.2658157801e-10 3.3232496799e-12 9.1670994469e-13 1.3737087411e-14 2.9083624240e-15 2.3919973219e-16 -8.3141387185e-17
1231 1.2600024105e-10 3.3482997749e-12 8.8199686308e-13 1.3725488041e-14 2.8991862117e-15 2.4371023113e-16 -8.3900819395e-17
1232 1.2542314921e-10 3.3731951004e-12 8.4519183333e-13 1.3713854100e-14 2.8900458539e-15 2.4821439574e-16 -8.4648896893e-17
1233 1.2485050385e-10 3.3979230965e-12 8.0631151474e-13 1.3702188688e-14 2.8809411504e-15 2.5271070161e-16 -8.5385949368e-17
1234 1.2428250750e-10 3.4224711266e-12 7.6537272246e-13 1.3690494923e-14 2.8718718984e-15 2.5719761480e-16 -8.6112308955e-17
1235 1.2371936384e-10 3.4468264773e-12 7.2239242780e-13 1.3678775947e-14 2.8628378923e-15 2.6167359185e-16 -8.6828310235e-17
1236 1.2316126257e-10 3.4709771050e-12 6.7739020825e-13 1.3667034814e-14 2.8538389377e-15 2.6613728758e-16 -8.7534194890e-17
1237 1.2260833366e-10 3.4949138852e-12 6.3039562832e-13 1.3655274194e-14 2.8448748941e-15 2.7058818133e-16 -8.8229824408e-17
1238 1.2206069256e-10 3.5186283893e-12 5.8144094669e-13 1.3643496669e-14 2.8359456327e-15 2.7502595812e-16 -8.8914963993e-17
1239 1.2151845527e-10 3.5421121404e-12 5.3055867499e-13 1.3631704836e-14 2.8270510227e-15 2.7945030143e-16 -8.9589377603e-17
1240 1.2098173842e-10 3.5653566132e-12 4.7778157836e-13 1.3619901309e-14 2.8181909308e-15 2.8386089324e-16 -9.0252827948e-17
1241 1.2045065921e-10 3.5883532337e-12 4.2314267601e-13 1.3608088719e-14 2.8093652215e-15 2.8825741399e-16 -9.0905076488e-17
1242 1.1992533544e-10 3.6110933793e-12 3.6667524174e-13 1.3596269711e-14 2.8005737570e-15 2.9263954257e-16 -9.1545883434e-17
