# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE               BB               phiphi           Tphi             Ephi             
1507 9.4040782522e-11 1.9938576030e-12 8.0373840169e-13 1.1891088350e-14 1.3103998771e-15 3.7990933672e-16 2.5704342220e-17
1508 9.3593651871e-11 2.0074447412e-12 8.3846071505e-13 1.1879737447e-14 1.3069493331e-15 3.7718055363e-16 2.6237777601e-17
1509 9.3145354751e-11 2.0211658689e-12 8.7175894286e-13 1.1868321769e-14 1.3035098076e-15 3.7443866053e-16 2.6764650768e-17
1510 9.2696010556e-11 2.0350138488e-12 9.0362175254e-13 1.1856842685e-14 1.3000812511e-15 3.7168217439e-16 2.7284746207e-17
1511 9.2245736311e-11 2.0489815692e-12 9.3404016946e-13 1.1845301610e-14 1.2966636162e-15 3.6891000738e-16 2.7797876313e-17
1512 9.1794637604e-11 2.0630621391e-12 9.6301478604e-13 1.1833700118e-14 1.2932568668e-15 3.6612267990e-16 2.8303968484e-17
1513 9.1342817568e-11 2.0772486949e-12 9.9054862238e-13 1.1822039834e-14 1.2898609692e-15 3.6332111929e-16 2.8802978864e-17
1514 9.0890379878e-11 2.0915343353e-12 1.0166447381e-12 1.1810322388e-14 1.2864758893e-15 3.6050625792e-16 2.9294863493e-17
1515 9.0437428753e-11 2.1059121210e-12 1.0413062324e-12 1.1798549421e-14 1.2831015926e-15 3.5767903325e-16 2.9779578300e-17
1516 8.9984068960e-11 2.1203750750e-12 1.0645362441e-12 1.1786722582e-14 1.2797380440e-15 3.5484038779e-16 3.0257079108e-17
1517 8.9530405810e-11 2.1349161824e-12 1.0863379519e-12 1.1774843531e-14 1.2763852079e-15 3.5199126915e-16 3.0727321632e-17
1518 8.9076545161e-11 2.1495283903e-12 1.1067145742e-12 1.1762913934e-14 1.2730430483e-15 3.4913263001e-16 3.1190261479e-17
1519 8.8622593420e-11 2.1642046077e-12 1.1256693693e-12 1.1750935469e-14 1.2697115287e-15 3.4626542818e-16 3.1645854148e-17
1520 8.8168657544e-11 2.1789377054e-12 1.1432056357e-12 1.1738909821e-14 1.2663906122e-15 3.4339062654e-16 3.2094055030e-17
1521 8.7714845038e-11 2.1937205164e-12 1.1593267116e-12 1.1726838684e-14 1.2630802613e-15 3.4050919310e-16 3.2534819406e-17
1522 8.7261263959e-11 2.2085458350e-12 1.1740359758e-12 1.1714723762e-14 1.2597804381e-15 3.3762210101e-16 3.2968102451e-17
1523 8.6808022915e-11 2.2234064177e-12 1.1873368468e-12 1.1702566768e-14 1.2564911041e-15 3.3473032853e-16 3.3393859232e-17
1524 8.6355231067e-11 2.2382949821e-12 1.1992327837e-12 1.1690369424e-14 1.2532122204e-15 3.3183485906e-16 3.3812044704e-17
1525 8.5902998129e-11 2.2532042079e-12 1.2097272861e-12 1.1678133460e-14 1.2499437476e-15 3.2893668117e-16 3.4222613717e-17
1526 8.5451434370e-11 2.2681267359e-12 1.2188238937e-12 1.1665860618e-14 1.2466856460e-15 3.2603678857e-16 3.4625521010e-17
1527 8.5000650615e-11 2.2830551686e-12 1.2265261871e-12 1.1653552645e-14 1.2434378750e-15 3.2313618013e-16 3.5020721214e-17
1528 8.4550758242e-11 2.2979820699e-12 1.2328377872e-12 1.1641211300e-14 1.2402003939e-15 3.2023585992e-16 3.5408168850e-17
1529 8.4101869190e-11 2.3128999648e-12 1.2377623557e-12 1.1628838351e-14 1.2369731613e-15 3.1733683716e-16 3.5787818333e-17
1530 8.3654095953e-11 2.3278013399e-12 1.2413035952e-12 1.1616435575e-14 1.2337561353e-15 3.1444012628e-16 3.6159623964e-17
1531 8.3207551585e-11 2.3426786427e-12 1.2434652490e-12 1.1604004757e-14 1.2305492738e-15 3.1154674692e-16 3.6523539939e-17
1532 8.2762349700e-11 2.3575242819e-12 1.2442511013e-12 1.1591547692e-14 1.2273525338e-15 3.0865772389e-16 3.6879520343e-17
1533 8.2318604471e-11 2.3723306276e-12 1.2436649774e-12 1.1579066184e-14 1.2241658720e-15 3.0577408726e-16 3.7227519150e-17
1534 8.1876430635e-11 2.3870900104e-12 1.2417107437e-12 1.1566562048e-14 1.2209892447e-15 3.0289687229e-16 3.7567490226e-17
1535 8.1435943489e-11 2.4017947222e-12 1.2383923077e-12 1.1554037105e-14 1.2178226076e-15 3.0002711950e-16 3.7899387328e-17
1536 8.0997252297e-11 2.4164373612e-12 1.2337153441e-12 1.1541493150e-14 1.2146659184e-15 2.9716571094e-16 3.8223193445e-17
1537 8.0560440423e-11 2.4310118718e-12 1.2276924918e-12 1.1528931830e-14 1.2115191448e-15 2.9431287747e-16 3.8539009132e-17
1538 8.0125585010e-11 2.4455125148e-12 1.2203382062e-12 1.1516354764e-14 1.2083822567e-15 2.9146868686e-16 3.8846965021e-17
1539 7.9692763557e-11 2.4599335224e-12 1.2116670386e-12 1.1503763579e-14 1.2052552233e-15 2.8863320696e-16 3.9147192549e-17
1540 7.9262053928e-11 2.4742690982e-12 1.2016936358e-12 1.1491159908e-14 1.2021380138e-15 2.8580650581e-16 3.9439823967e-17
1541 7.8833534343e-11 2.4885134173e-12 1.1904327405e-12 1.1478545394e-14 1.1990305966e-15 2.8298865158e-16 3.9724992336e-17
1542 7.8407283385e-11 2.5026606261e-12 1.1778991916e-12 1.1465921687e-14 1.1959329398e-15 2.8017971255e-16 4.0002831530e-17
1543 7.7983379998e-11 2.5167048426e-12 1.1641079239e-12 1.1453290448e-14 1.1928450113e-15 2.7737975719e-16 4.0273476237e-17
1544 7.7561903489e-11 2.5306401557e-12 1.1490739689e-12 1.1440653341e-14 1.1897667783e-15 2.7458885405e-16 4.0537061962e-17
1545 7.7142933525e-11 2.5444606259e-12 1.1328124545e-12 1.1428012043e-14 1.1866982076e-15 2.7180707189e-16 4.0793725028e-17
1546 7.6726550140e-11 2.5581602847e-12 1.1153386051e-12 1.1415368237e-14 1.1836392657e-15 2.6903447954e-16 4.1043602573e-17
1547 7.6312833729e-11 2.5717331348e-12 1.0966677423e-12 1.1402723615e-14 1.1805899187e-15 2.6627114602e-16 4.1286832558e-17
1548 7.5901865051e-11 2.5851731501e-12 1.0768152846e-12 1.1390079876e-14 1.1775501320e-15 2.6351714047e-16 4.1523553766e-17
1549 7.5493725232e-11 2.5984742754e-12 1.0557967475e-12 1.1377438728e-14 1.1745198710e-15 2.6077253218e-16 4.1753905801e-17
1550 7.5088495763e-11 2.6116304266e-12 1.0336277443e-12 1.1364801887e-14 1.1714991003e-15 2.5803739057e-16 4.1978029091e-17
1551 7.4686258498e-11 2.6246354906e-12 1.0103239854e-12 1.1352171078e-14 1.1684877843e-15 2.5531178521e-16 4.2196064890e-17
1552 7.4287095662e-11 2.6374833252e-12 9.8590127909e-13 1.1339548034e-14 1.1654858868e-15 2.5259578580e-16 4.2408155281e-17
1553 7.3891089844e-11 2.6501677591e-12 9.6037553158e-13 1.1326934495e-14 1.1624933712e-15 2.4988946219e-16 4.2614443171e-17
1554 7.3498324002e-11 2.6626825918e-12 9.3376274703e-13 1.1314332211e-14 1.1595102007e-15 2.4719288437e-16 4.2815072301e-17
1555 7.3108881460e-11 2.6750215937e-12 9.0607902779e-13 1.1301742940e-14 1.1565363379e-15 2.4450612247e-16 4.3010187240e-17
1556 7.2722845915e-11 2.6871785058e-12 8.7734057461e-13 1.1289168447e-14 1.1535717448e-15 2.4182924676e-16 4.3199933391e-17
1557 7.2340301429e-11 2.6991470400e-12 8.4756368674e-13 1.1276610507e-14 1.1506163832e-15 2.3916232766e-16 4.3384456992e-17
1558 7.1961332437e-11 2.7109208785e-12 8.1676476215e-13 1.1264070902e-14 1.1476702144e-15 2.3650543570e-16 4.3563905113e-17
1559 7.1586023742e-11 2.7224936745e-12 7.8496029765e-13 1.1251551424e-14 1.1447331992e-15 2.3385864160e-16 4.3738425663e-17
1560 7.1214460519e-11 2.7338590515e-12 7.5216688908e-13 1.1239053871e-14 1.1418052982e-15 2.3122201619e-16 4.3908167390e-17
1561 7.0846720089e-11 2.7450111217e-12 7.1840194325e-13 1.1226579953e-14 1.1388864735e-15 2.2859563058e-16 4.4073273468e-17
1562 7.0482847154e-11 2.7559460441e-12 6.8368582059e-13 1.1214130993e-14 1.1359766960e-15 2.2597955661e-16 4.4233862213e-17
1563 7.0122878331e-11 2.7666604811e-12 6.4803971289e-13 1.1201708222e-14 1.1330759387e-15 2.2337386636e-16 4.4390046192e-17
1564 6.9766850355e-11 2.7771510812e-12 6.1148493359e-13 1.1189312874e-14 1.1301841738e-15 2.2077863211e-16 4.4541938616e-17
1565 6.9414800083e-11 2.7874144792e-12 5.7404291794e-13 1.1176946192e-14 1.1273013736e-15 2.1819392626e-16 4.4689653346e-17
1566 6.9066764490e-11 2.7974472963e-12 5.3573522321e-13 1.1164609421e-14 1.1244275097e-15 2.1561982134e-16 4.4833304890e-17
1567 6.8722780673e-11 2.8072461399e-12 4.9658352893e-13 1.1152303814e-14 1.1215625534e-15 2.1305639006e-16 4.4973008405e-17
1568 6.8382885849e-11 2.8168076039e-12 4.5660963702e-13 1.1140030627e-14 1.1187064758e-15 2.1050370526e-16 4.5108879698e-17
1569 6.8047117354e-11 2.8261282680e-12 4.1583547209e-13 1.1127791124e-14 1.1158592474e-15 2.0796183992e-16 4.5241035228e-17
1570 6.7715512645e-11 2.8352046986e-12 3.7428308152e-13 1.1115586573e-14 1.1130208383e-15 2.0543086717e-16 4.5369592106e-17
1571 6.7388109301e-11 2.8440334480e-12 3.3197463579e-13 1.1103418247e-14 1.1101912186e-15 2.0291086031e-16 4.5494668098e-17
1572 6.7064945021e-11 2.8526110547e-12 2.8893242856e-13 1.1091287426e-14 1.1073703575e-15 2.0040189275e-16 4.5616381623e-17
1573 6.6746057626e-11 2.8609340435e-12 2.4517887696e-13 1.1079195393e-14 1.1045582243e-15 1.9790403807e-16 4.5734851755e-17
1574 6.6431485056e-11 2.8689989253e-12 2.0073652176e-13 1.1067143440e-14 1.1017547877e-15 1.9541737000e-16 4.5850198228e-17
1575 6.6121265374e-11 2.8768021971e-12 1.5562802755e-13 1.1055132861e-14 1.0989600159e-15 1.9294196239e-16 4.5962541430e-17
1576 6.5815436766e-11 2.8843403420e-12 1.0987618298e-13 1.1043164957e-14 1.0961738769e-15 1.9047788928e-16 4.6072002411e-17
1577 6.5514037535e-11 2.8916098291e-12 6.3503900946e-14 1.1031241036e-14 1.0933963384e-15 1.8802522483e-16 4.6178702878e-17
1578 6.5217106112e-11 2.8986071138e-12 1.6534218766e-14 1.1019362408e-14 1.0906273675e-15 1.8558404334e-16 4.6282765202e-17
1579 6.4924681044e-11 2.9053286373e-12 -3.1009701578e-14 1.1007530391e-14 1.0878669310e-15 1.8315441928e-16 4.6384312413e-17
1580 6.4636801004e-11 2.9117708270e-12 -7.9104573266e-14 1.0995746309e-14 1.0851149954e-15 1.8073642724e-16 4.6483468208e-17
1581 6.4353504787e-11 2.9179300961e-12 -1.2772698443e-13 1.0984011489e-14 1.0823715267e-15 1.7833014200e-16 4.6580356945e-17
1582 6.4074831308e-11 2.9238028441e-12 -1.7685339794e-13 1.0972327266e-14 1.0796364907e-15 1.7593563845e-16 4.6675103648e-17
1583 6.3800819607e-11 2.9293854561e-12 -2.2646015124e-13 1.0960694980e-14 1.0769098526e-15 1.7355299164e-16 4.6767834008e-17
1584 6.3531508846e-11 2.9346743034e-12 -2.7652345610e-13 1.0949115975e-14 1.0741915773e-15 1.7118227677e-16 4.6858674384e-17
1585 6.3266938309e-11 2.9396657432e-12 -3.2701939846e-13 1.0937591602e-14 1.0714816293e-15 1.6882356918e-16 4.6947751802e-17
1586 6.3007139671e-11 2.9443566690e-12 -3.7792429022e-13 1.0926123089e-14 1.0687799748e-15 1.6647696894e-16 4.7035110229e-17
1587 6.2752113712e-11 2.9487461685e-12 -4.2921572874e-13 1.0914711153e-14 1.0660865876e-15 1.6414267473e-16 4.7120458537e-17
1588 6.2501853390e-11 2.9528338810e-12 -4.8087154671e-13 1.0903356386e-14 1.0634014431e-15 1.6182091063e-16 4.7203420215e-17
1589 6.2256351550e-11 2.9566194483e-12 -5.3286946088e-13 1.0892059379e-14 1.0607245164e-15 1.5951190159e-16 4.7283616887e-17
1590 6.2015600927e-11 2.9601025148e-12 -5.8518707179e-13 1.0880820727e-14 1.0580557823e-15 1.5721587349e-16 4.7360668304e-17
1591 6.1779594142e-11 2.9632827275e-12 -6.3780186367e-13 1.0869641026e-14 1.0553952153e-15 1.5493305309e-16 4.7434192347e-17
1592 6.1548323707e-11 2.9661597359e-12 -6.9069120420e-13 1.0858520874e-14 1.0527427896e-15 1.5266366805e-16 4.7503805020e-17
1593 6.1321782020e-11 2.9687331922e-12 -7.4383234434e-13 1.0847460869e-14 1.0500984788e-15 1.5040794691e-16 4.7569120449e-17
1594 6.1099961368e-11 2.9710027510e-12 -7.9720241816e-13 1.0836461614e-14 1.0474622566e-15 1.4816611914e-16 4.7629750879e-17
1595 6.0882853926e-11 2.9729680695e-12 -8.5077844264e-13 1.0825523710e-14 1.0448340959e-15 1.4593841509e-16 4.7685306670e-17
1596 6.0670451755e-11 2.9746288076e-12 -9.0453731748e-13 1.0814647763e-14 1.0422139698e-15 1.4372506602e-16 4.7735396294e-17
1597 6.0462746804e-11 2.9759846278e-12 -9.5845582493e-13 1.0803834378e-14 1.0396018505e-15 1.4152630409e-16 4.7779626334e-17
1598 6.0259730909e-11 2.9770351952e-12 -1.0125106296e-12 1.0793084162e-14 1.0369977104e-15 1.3934236238e-16 4.7817601480e-17
1599 6.0061395792e-11 2.9777801773e-12 -1.0666782783e-12 1.0782397727e-14 1.0344015211e-15 1.3717347485e-16 4.7848924524e-17
1600 5.9867733062e-11 2.9782192444e-12 -1.1209351998e-12 1.0771775682e-14 1.0318132542e-15 1.3501987638e-16 4.7873196362e-17
1601 5.9678734215e-11 2.9783520695e-12 -1.1752577047e-12 1.0761218642e-14 1.0292328808e-15 1.3288180277e-16 4.7890015984e-17
1602 5.9494390632e-11 2.9781783281e-12 -1.2296219852e-12 1.0750727220e-14 1.0266603718e-15 1.3075949072e-16 4.7898980480e-17
1603 5.9314693580e-11 2.9776976983e-12 -1.2840041150e-12 1.0740302032e-14 1.0240956975e-15 1.2865317783e-16 4.7899685029e-17
1604 5.9139634213e-11 2.9769098609e-12 -1.3383800490e-12 1.0729943698e-14 1.0215388282e-15 1.2656310263e-16 4.7891722900e-17
1605 5.8969203568e-11 2.9758144994e-12 -1.3927256231e-12 1.0719652836e-14 1.0189897337e-15 1.2448950455e-16 4.7874685448e-17
1606 5.8803392570e-11 2.9744112999e-12 -1.4470165542e-12 1.0709430069e-14 1.0164483833e-15 1.2243262396e-16 4.7848162113e-17
1607 5.8642192027e-11 2.9726999511e-12 -1.5012284398e-12 1.0699276019e-14 1.0139147462e-15 1.2039270211e-16 4.7811740415e-17
1608 5.8485592632e-11 2.9706801445e-12 -1.5553367582e-12 1.0689191312e-14 1.0113887913e-15 1.1836998119e-16 4.7765005950e-17
1609 5.8333584964e-11 2.9683515740e-12 -1.6093168676e-12 1.0679176574e-14 1.0088704869e-15 1.1636470432e-16 4.7707542390e-17
1610 5.8186159484e-11 2.9657139366e-12 -1.6631440066e-12 1.0669232433e-14 1.0063598012e-15 1.1437711550e-16 4.7638931479e-17
1611 5.8043301022e-11 2.9627673808e-12 -1.7167944972e-12 1.0659359396e-14 1.0038567036e-15 1.1240739064e-16 4.7558903047e-17
1612 5.7904972172e-11 2.9595138589e-12 -1.7702493671e-12 1.0649557468e-14 1.0013611705e-15 1.1045542961e-16 4.7467786540e-17
1613 5.7771129740e-11 2.9559557871e-12 -1.8234907599e-12 1.0639826530e-14 9.9887317967e-16 1.0852106228e-16 4.7366063586e-17
1614 5.7641730256e-11 2.9520955979e-12 -1.8765007344e-12 1.0630166462e-14 9.9639270848e-16 1.0660411739e-16 4.7254218352e-17
1615 5.7516729965e-11 2.9479357401e-12 -1.9292612648e-12 1.0620577139e-14 9.9391973415e-16 1.0470442251e-16 4.7132737549e-17
1616 5.7396084829e-11 2.9434786782e-12 -1.9817542404e-12 1.0611058436e-14 9.9145423355e-16 1.0282180409e-16 4.7002110434e-17
1617 5.7279750530e-11 2.9387268933e-12 -2.0339614653e-12 1.0601610225e-14 9.8899618328e-16 1.0095608744e-16 4.6862828818e-17
1618 5.7167682466e-11 2.9336828825e-12 -2.0858646586e-12 1.0592232377e-14 9.8654555963e-16 9.9107096726e-17 4.6715387065e-17
1619 5.7059835751e-11 2.9283491593e-12 -2.1374454540e-12 1.0582924760e-14 9.8410233861e-16 9.7274654952e-17 4.6560282100e-17
1620 5.6956165215e-11 2.9227282535e-12 -2.1886853998e-12 1.0573687241e-14 9.8166649593e-16 9.5458583986e-17 4.6398013412e-17
1621 5.6856625404e-11 2.9168227109e-12 -2.2395659587e-12 1.0564519685e-14 9.7923800699e-16 9.3658704544e-17 4.6229083057e-17
1622 5.6761170577e-11 2.9106350941e-12 -2.2900685079e-12 1.0555421953e-14 9.7681684693e-16 9.1874836187e-17 4.6053995663e-17
1623 5.6669754710e-11 2.9041679816e-12 -2.3401743385e-12 1.0546393906e-14 9.7440299057e-16 9.0106797324e-17 4.5873258433e-17
1624 5.6582331492e-11 2.8974239685e-12 -2.3898646558e-12 1.0537435403e-14 9.7199641244e-16 8.8354405207e-17 4.5687381150e-17
1625 5.6498854327e-11 2.8904056664e-12 -2.4391205792e-12 1.0528546299e-14 9.6959708676e-16 8.6617475929e-17 4.5496876182e-17
1626 5.6419276328e-11 2.8831157032e-12 -2.4879231415e-12 1.0519726449e-14 9.6720498748e-16 8.4895824424e-17 4.5302258482e-17
1627 5.6343550326e-11 2.8755567233e-12 -2.5362532897e-12 1.0510975706e-14 9.6482008824e-16 8.3189264465e-17 4.5104045597e-17
1628 5.6271628860e-11 2.8677313876e-12 -2.5840918838e-12 1.0502293919e-14 9.6244236237e-16 8.1497608658e-17 4.4902757669e-17
1629 5.6203464182e-11 2.8596423735e-12 -2.6314196975e-12 1.0493680937e-14 9.6007178291e-16 7.9820668446e-17 4.4698917440e-17
1630 5.6139008257e-11 2.8512923750e-12 -2.6782174179e-12 1.0485136605e-14 9.5770832261e-16 7.8158254103e-17 4.4493050254e-17
1631 5.6078212758e-11 2.8426841026e-12 -2.7244656449e-12 1.0476660768e-14 9.5535195391e-16 7.6510174735e-17 4.4285684065e-17
1632 5.6021029070e-11 2.8338202834e-12 -2.7701448918e-12 1.0468253267e-14 9.5300264894e-16 7.4876238273e-17 4.4077349439e-17
1633 5.5967408287e-11 2.8247036613e-12 -2.8152355845e-12 1.0459913943e-14 9.5066037956e-16 7.3256251478e-17 4.3868579554e-17
1634 5.5917301212e-11 2.8153369965e-12 -2.8597180619e-12 1.0451642633e-14 9.4832511729e-16 7.1650019934e-17 4.3659910213e-17
1635 5.5870658359e-11 2.8057230664e-12 -2.9035725754e-12 1.0443439174e-14 9.4599683338e-16 7.0057348047e-17 4.3451879839e-17
1636 5.5827427643e-11 2.7958649176e-12 -2.9467809853e-12 1.0435303306e-14 9.4367550032e-16 6.8478167562e-17 4.3244903282e-17
1637 5.5787547452e-11 2.7857666287e-12 -2.9893318663e-12 1.0427234406e-14 9.4136109660e-16 6.6912924367e-17 4.3038891986e-17
1638 5.5750953511e-11 2.7754325548e-12 -3.0312154474e-12 1.0419231750e-14 9.3905360203e-16 6.5362195143e-17 4.2833630430e-17
1639 5.5717581189e-11 2.7648670750e-12 -3.0724219194e-12 1.0411294612e-14 9.3675299613e-16 6.3826559166e-17 4.2628902025e-17
1640 5.5687365489e-11 2.7540745930e-12 -3.1129414353e-12 1.0403422263e-14 9.3445925819e-16 6.2306598307e-17 4.2424489106e-17
1641 5.5660241055e-11 2.7430595368e-12 -3.1527641099e-12 1.0395613964e-14 9.3217236723e-16 6.0802897040e-17 4.2220172936e-17
1642 5.5636142168e-11 2.7318263584e-12 -3.1918800198e-12 1.0387868976e-14 9.2989230200e-16 5.9316042444e-17 4.2015733704e-17
1643 5.5615002746e-11 2.7203795345e-12 -3.2302792034e-12 1.0380186553e-14 9.2761904101e-16 5.7846624207e-17 4.1810950518e-17
1644 5.5596756343e-11 2.7087235662e-12 -3.2679516610e-12 1.0372565945e-14 9.2535256248e-16 5.6395234630e-17 4.1605601409e-17
1645 5.5581336148e-11 2.6968629789e-12 -3.3048873544e-12 1.0365006396e-14 9.2309284441e-16 5.4962468629e-17 4.1399463326e-17
1646 5.5568674986e-11 2.6848023227e-12 -3.3410762070e-12 1.0357507146e-14 9.2083986451e-16 5.3548923743e-17 4.1192312139e-17
1647 5.5558705318e-11 2.6725461721e-12 -3.3765081039e-12 1.0350067431e-14 9.1859360022e-16 5.2155200133e-17 4.0983922630e-17
1648 5.5551359236e-11 2.6600991262e-12 -3.4111728918e-12 1.0342686480e-14 9.1635402875e-16 5.0781900591e-17 4.0774068497e-17
1649 5.5546568469e-11 2.6474658086e-12 -3.4450603787e-12 1.0335363520e-14 9.1412112701e-16 4.9429630538e-17 4.0562522352e-17
1650 5.5544264375e-11 2.6346508680e-12 -3.4781603342e-12 1.0328097770e-14 9.1189487166e-16 4.8098998032e-17 4.0349055716e-17
1651 5.5544377949e-11 2.6216589772e-12 -3.5104624889e-12 1.0320888446e-14 9.0967523912e-16 4.6790613772e-17 4.0133439020e-17
1652 5.5546839813e-11 2.6084948340e-12 -3.5419565353e-12 1.0313734759e-14 9.0746220551e-16 4.5505091098e-17 3.9915441604e-17
1653 5.5551580223e-11 2.5951631612e-12 -3.5726321267e-12 1.0306635915e-14 9.0525574670e-16 4.4243046000e-17 3.9694831713e-17
1654 5.5558529065e-11 2.5816687060e-12 -3.6024788777e-12 1.0299591115e-14 9.0305583829e-16 4.3005097116e-17 3.9471376497e-17
1655 5.5567615856e-11 2.5680162407e-12 -3.6314863642e-12 1.0292599555e-14 9.0086245563e-16 4.1791865743e-17 3.9244842008e-17
1656 5.5578769740e-11 2.5542105624e-12 -3.6596441231e-12 1.0285660426e-14 8.9867557377e-16 4.0603975833e-17 3.9014993201e-17
1657 5.5591919492e-11 2.5402564932e-12 -3.6869416523e-12 1.0278772914e-14 8.9649516753e-16 3.9442054004e-17 3.8781593930e-17
1658 5.5606993515e-11 2.5261588799e-12 -3.7133684110e-12 1.0271936201e-14 8.9432121144e-16 3.8306729537e-17 3.8544406945e-17
1659 5.5623919838e-11 2.5119225947e-12 -3.7389138189e-12 1.0265149463e-14 8.9215367977e-16 3.7198634386e-17 3.8303193895e-17
1660 5.5642626120e-11 2.4975525345e-12 -3.7635672568e-12 1.0258411872e-14 8.8999254650e-16 3.6118403178e-17 3.8057715322e-17
1661 5.5663040665e-11 2.4830536372e-12 -3.7873197710e-12 1.0251722554e-14 8.8783778678e-16 3.5066418594e-17 3.7807807354e-17
1662 5.5685095492e-11 2.4684309280e-12 -3.8101692026e-12 1.0245080474e-14 8.8568938104e-16 3.4042045043e-17 3.7553612519e-17
1663 5.5708723293e-11 2.4536894735e-12 -3.8321151033e-12 1.0238484551e-14 8.8354731090e-16 3.3044388247e-17 3.7295350964e-17
1664 5.5733856414e-11 2.4388343661e-12 -3.8531570347e-12 1.0231933699e-14 8.8141155772e-16 3.2072549242e-17 3.7033243939e-17
1665 5.5760426856e-11 2.4238707235e-12 -3.8732945686e-12 1.0225426824e-14 8.7928210265e-16 3.1125624372e-17 3.6767513810e-17
1666 5.5788366271e-11 2.4088036895e-12 -3.8925272868e-12 1.0218962826e-14 8.7715892661e-16 3.0202705285e-17 3.6498384053e-17
1667 5.5817605967e-11 2.3936384334e-12 -3.9108547811e-12 1.0212540602e-14 8.7504201028e-16 2.9302878921e-17 3.6226079258e-17
1668 5.5848076902e-11 2.3783801503e-12 -3.9282766538e-12 1.0206159038e-14 8.7293133411e-16 2.8425227507e-17 3.5950825131e-17
1669 5.5879709686e-11 2.3630340614e-12 -3.9447925168e-12 1.0199817017e-14 8.7082687832e-16 2.7568828550e-17 3.5672848497e-17
1670 5.5912434580e-11 2.3476054135e-12 -3.9604019927e-12 1.0193513416e-14 8.6872862290e-16 2.6732754830e-17 3.5392377299e-17
1671 5.5946181497e-11 2.3320994795e-12 -3.9751047140e-12 1.0187247103e-14 8.6663654759e-16 2.5916074391e-17 3.5109640599e-17
1672 5.5980880000e-11 2.3165215581e-12 -3.9889003235e-12 1.0181016944e-14 8.6455063192e-16 2.5117850535e-17 3.4824868585e-17
1673 5.6016459300e-11 2.3008769740e-12 -4.0017884741e-12 1.0174821795e-14 8.6247085517e-16 2.4337141815e-17 3.4538292567e-17
1674 5.6052848258e-11 2.2851710782e-12 -4.0137688292e-12 1.0168660508e-14 8.6039719639e-16 2.3573002029e-17 3.4250144981e-17
1675 5.6089975383e-11 2.2694092474e-12 -4.0248410623e-12 1.0162531928e-14 8.5832963440e-16 2.2824480208e-17 3.3960659392e-17
1676 5.6127768835e-11 2.2535968847e-12 -4.0350048573e-12 1.0156434894e-14 8.5626814776e-16 2.2090620615e-17 3.3670070493e-17
1677 5.6166156417e-11 2.2377394192e-12 -4.0442599083e-12 1.0150368238e-14 8.5421271484e-16 2.1370462733e-17 3.3378614109e-17
1678 5.6205065582e-11 2.2218423063e-12 -4.0526059197e-12 1.0144330787e-14 8.5216331372e-16 2.0663041259e-17 3.3086527196e-17
1679 5.6244423429e-11 2.2059110274e-12 -4.0600426066e-12 1.0138321360e-14 8.5011992229e-16 1.9967386100e-17 3.2794047847e-17
1680 5.6284156701e-11 2.1899510905e-12 -4.0665696941e-12 1.0132338773e-14 8.4808251818e-16 1.9282522361e-17 3.2501415289e-17
1681 5.6324191789e-11 2.1739680297e-12 -4.0721869179e-12 1.0126381831e-14 8.4605107877e-16 1.8607470339e-17 3.2208869887e-17
1682 5.6364454728e-11 2.1579674054e-12 -4.0768940241e-12 1.0120449337e-14 8.4402558123e-16 1.7941245518e-17 3.1916653146e-17
1683 5.6404871196e-11 2.1419548045e-12 -4.0806907693e-12 1.0114540085e-14 8.4200600247e-16 1.7282858561e-17 3.1625007711e-17
1684 5.6445366516e-11 2.1259358403e-12 -4.0835769203e-12 1.0108652864e-14 8.3999231918e-16 1.6631315299e-17 3.1334177373e-17
1685 5.6485865655e-11 2.1099161527e-12 -4.0855522548e-12 1.0102786457e-14 8.3798450779e-16 1.5985616731e-17 3.1044407063e-17
1686 5.6526296880e-11 2.0939012084e-12 -4.0866178955e-12 1.0096939655e-14 8.3598254575e-16 1.5345068691e-17 3.0755862913e-17
1687 5.6566602775e-11 2.0778957014e-12 -4.0867803279e-12 1.0091111312e-14 8.3398641525e-16 1.4710213826e-17 3.0468391646e-17
1688 5.6606729320e-11 2.0619041479e-12 -4.0860474178e-12 1.0085300291e-14 8.3199609951e-16 1.4081907693e-17 3.0181759097e-17
1689 5.6646622239e-11 2.0459310847e-12 -4.0844270794e-12 1.0079505449e-14 8.3001158156e-16 1.3461009819e-17 2.9895729974e-17
1690 5.6686227004e-11 2.0299810697e-12 -4.0819272758e-12 1.0073725637e-14 8.2803284421e-16 1.2848383708e-17 2.9610067851e-17
1691 5.6725488830e-11 2.0140586819e-12 -4.0785560190e-12 1.0067959702e-14 8.2605987007e-16 1.2244896844e-17 2.9324535170e-17
1692 5.6764352675e-11 1.9981685212e-12 -4.0743213698e-12 1.0062206484e-14 8.2409264153e-16 1.1651420699e-17 2.9038893239e-17
1693 5.6802763245e-11 1.9823152085e-12 -4.0692314379e-12 1.0056464814e-14 8.2213114081e-16 1.1068830737e-17 2.8752902229e-17
