# Dimensionless primordial spectrum, equal to [k^3/2pi^2] P(k)
# k [1/Mpc]                P_scalar(k)                P_gwb(k)                   ad x gwb                   P_tensor(k)
4.023505548869292872e-05   2.895488668023236411e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.161610101823771676e-10
4.088948226294864539e-05   2.893732661075301249e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.156513200240881485e-10
4.155455334718879821e-05   2.891977719080731389e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.151424515485780750e-10
4.223044187206672164e-05   2.890223841393672068e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.146344034311940721e-10
4.291732378422157766e-05   2.888471027368659777e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.141271743494185801e-10
4.361537789208005635e-05   2.886719276360623094e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.136207629828662004e-10
4.432478591240400772e-05   2.884968587724881437e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.131151680132801806e-10
4.504573251759462965e-05   2.883218960817144654e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.126103881245287434e-10
4.577840538376616169e-05   2.881470394993515089e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.121064220026022953e-10
4.652299523960189159e-05   2.879722889610483451e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.116032683356090833e-10
4.727969591600390635e-05   2.877976444024932115e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.111009258137726623e-10
4.804870439655133953e-05   2.876231057594132233e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.105993931294280173e-10
4.883022086877885140e-05   2.874486729675747039e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.100986689770182032e-10
4.962444877628913165e-05   2.872743459627826890e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.095987520530909325e-10
5.043159487171358695e-05   2.871001246808812157e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.090996410562953699e-10
5.125186927053332944e-05   2.869260090577532813e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.086013346873785139e-10
5.208548550577665455e-05   2.867519990293207606e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.081038316491819907e-10
5.293266058360566627e-05   2.865780945315444059e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.076071306466385392e-10
5.379361503980697789e-05   2.864042955004237644e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.071112303867688576e-10
5.466857299720180954e-05   2.862306018719970538e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.066161295786778286e-10
5.555776222398877724e-05   2.860570135823416175e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.061218269335516249e-10
5.646141419303672785e-05   2.858835305675733041e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.056283211646539867e-10
5.737976414214139570e-05   2.857101527638467986e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.051356109873232749e-10
5.831305113526218489e-05   2.855368801073554977e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.046436951189686971e-10
5.926151812475552303e-05   2.853637125343314277e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.041525722790670504e-10
6.022541201461928102e-05   2.851906499810454509e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.036622411891596715e-10
6.120498372476702897e-05   2.850176923838068107e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.031727005728489725e-10
6.220048825634718519e-05   2.848448396789637109e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.026839491557948223e-10
6.321218475812448011e-05   2.846720918029027364e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.021959856657118581e-10
6.424033659394190888e-05   2.844994486920490600e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.017088088323654012e-10
6.528521141127846680e-05   2.843269102828664426e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.012224173875688205e-10
6.634708121092350460e-05   2.841544765118572330e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.007368100651797583e-10
6.742622241778349222e-05   2.839821473155622439e-09   1.000000000000000036e-10   0.000000000000000000e+00   3.002519856010972869e-10
6.852291595284057120e-05   2.838099226305607933e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.997679427332580832e-10
6.963744730628222159e-05   2.836378023934706217e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.992846802016335847e-10
7.077010661181888922e-05   2.834657865409478508e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.988021967482265778e-10
7.192118872221193494e-05   2.832938750096871489e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.983204911170677340e-10
7.309099328602918530e-05   2.831220677364215655e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.978395620542126628e-10
7.427982482564910469e-05   2.829503646579224485e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.973594083077384997e-10
7.548799281653431072e-05   2.827787657109995271e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.968800286277403908e-10
7.671581176779302693e-05   2.826072708325008289e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.964014217663287525e-10
7.796360130405236585e-05   2.824358799593127212e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.959235864776255496e-10
7.923168624866261942e-05   2.822645930283597460e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.954465215177615032e-10
8.052039670825470135e-05   2.820934099766049088e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.949702256448724201e-10
8.183006815867388940e-05   2.819223307410491830e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.944946976190960395e-10
8.316104153230961338e-05   2.817513552587320058e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.940199362025691373e-10
8.451366330684721500e-05   2.815804834667306992e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.935459401594240114e-10
8.588828559546259111e-05   2.814097153021610906e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.930727082557852238e-10
8.728526623848370818e-05   2.812390507021768507e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.926002392597667061e-10
8.870496889654403327e-05   2.810684896039699490e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.921285319414680885e-10
9.014776314524917239e-05   2.808980319447703635e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.916575850729718568e-10
9.161402457138520365e-05   2.807276776618461229e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.911873974283401463e-10
9.310413487069085011e-05   2.805574266925033887e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.907179677836113308e-10
9.461848194721991974e-05   2.803872789740862902e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.902492949167970230e-10
9.615746001432095484e-05   2.802172344439768826e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.897813776078787664e-10
9.772146969725725230e-05   2.800472930395952718e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.893142146388049332e-10
9.931091813749800526e-05   2.798774546983996551e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.888478047934876223e-10
1.009262190987047304e-04   2.797077193578858252e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.883821468577994541e-10
1.025677930744421868e-04   2.795380869555877905e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.879172396195701067e-10
1.042360673976401179e-04   2.793685574290773205e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.874530818685837307e-10
1.059314763518370031e-04   2.791991307159639865e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.869896723965752790e-10
1.076544612842315928e-04   2.790298067538952447e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.865270099972277148e-10
1.094054707205742411e-04   2.788605854805565191e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.860650934661687027e-10
1.111849604819271041e-04   2.786914668336707463e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.856039216009673521e-10
1.129933938033221666e-04   2.785224507509988716e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.851434932011315287e-10
1.148312414543511137e-04   2.783535371703394360e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.846838070681041320e-10
1.166989818617147488e-04   2.781847260295287410e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.842248620052604589e-10
1.185971012337669371e-04   2.780160172664408491e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.837666568179048949e-10
1.205260936870842587e-04   2.778474108189873768e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.833091903132678120e-10
1.224864613750930708e-04   2.776789066251177838e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.828524613005024671e-10
1.244787146187906256e-04   2.775105046228189189e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.823964685906817965e-10
1.265033720395903835e-04   2.773422047501154325e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.819412109967956240e-10
1.285609606943295105e-04   2.771740069450695294e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.814866873337473010e-10
1.306520162124721288e-04   2.770059111457808855e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.810328964183506555e-10
1.327770829355428932e-04   2.768379172903868135e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.805798370693269943e-10
1.349367140588306430e-04   2.766700253170621387e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.801275081073020005e-10
1.371314717753945468e-04   2.765022351640189921e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.796759083548025805e-10
1.393619274224142113e-04   2.763345467695073486e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.792250366362540200e-10
1.416286616299198848e-04   2.761669600718142403e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.787748917779765719e-10
1.439322644719406483e-04   2.759994750092644191e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.783254726081828719e-10
1.462733356201129868e-04   2.758320915202198599e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.778767779569742672e-10
1.486524844997857086e-04   2.756648095430800090e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.774288066563384391e-10
1.510703304486653948e-04   2.754976290162816182e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.769815575401459383e-10
1.535275028780422768e-04   2.753305498782988697e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.765350294441471872e-10
1.560246414366369555e-04   2.751635720676430857e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.760892212059695842e-10
1.585623961771137158e-04   2.749966955228630600e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.756441316651144538e-10
1.611414277253019891e-04   2.748299201825447678e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.751997596629539445e-10
1.637624074521687337e-04   2.746632459853114493e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.747561040427280820e-10
1.664260176485903616e-04   2.744966728698235259e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.743131636495415639e-10
1.691329517029648683e-04   2.743302007747786426e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.738709373303612265e-10
1.718839142817145534e-04   2.741638296389116673e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.734294239340124775e-10
1.746796215127245720e-04   2.739975594009946083e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.729886223111766594e-10
1.775208011717634203e-04   2.738313899998365729e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.725485313143879477e-10
1.804081928719382670e-04   2.736653213742837263e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.721091497980304037e-10
1.833425482562290655e-04   2.734993534632194154e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.716704766183348729e-10
1.863246311931559835e-04   2.733334862055640859e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.712325106333761934e-10
1.893552179756295359e-04   2.731677195402750762e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.707952507030700935e-10
1.924350975230330212e-04   2.730020534063469061e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.703586956891702451e-10
1.955650715865949168e-04   2.728364877428109464e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.699228444552652654e-10
1.987459549580983655e-04   2.726710224887356256e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.694876958667759249e-10
2.019785756819878484e-04   2.725056575832264300e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.690532487909519420e-10
2.052637752709252192e-04   2.723403929654254485e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.686195020968693466e-10
2.086024089248502864e-04   2.721752285745120759e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.681864546554270678e-10
2.119953457536070929e-04   2.720101643497023511e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.677541053393446076e-10
2.154434690031884489e-04   2.718452002302492052e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.673224530231585771e-10
2.189476762856620634e-04   2.716803361554424616e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.668914965832199562e-10
2.225088798128369288e-04   2.715155720646086706e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.664612348976913538e-10
2.261280066337277204e-04   2.713509078971113574e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.660316668465438024e-10
2.298059988758851082e-04   2.711863435923506084e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.656027913115539148e-10
2.335438139906479262e-04   2.710218790897634027e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.651746071763011437e-10
2.373424250023866149e-04   2.708575143288234458e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.647471133261645769e-10
2.412028207618006860e-04   2.706932492490410461e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.643203086483204552e-10
2.451260062033337153e-04   2.705290837899633216e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.638941920317387092e-10
2.491130026067788590e-04   2.703650178911739101e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.634687623671806839e-10
2.531648478631355528e-04   2.702010514922932593e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.630440185471958304e-10
2.572825967447932359e-04   2.700371845329783366e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.626199594661189142e-10
2.614673211801091831e-04   2.698734169529226710e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.621965840200671196e-10
2.657201105324503770e-04   2.697097486918564767e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.617738911069373619e-10
2.700420718837772652e-04   2.695461796895463642e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.613518796264032371e-10
2.744343303228365160e-04   2.693827098857956704e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.609305484799121780e-10
2.788980292380439777e-04   2.692193392204440459e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.605098965706826113e-10
2.834343306151309184e-04   2.690560676333677436e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.600899228037011139e-10
2.880444153396297634e-04   2.688928950644794127e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.596706260857195696e-10
2.927294835042816242e-04   2.687298214537283049e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.592520053252523254e-10
2.974907547214440586e-04   2.685668467410998198e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.588340594325732968e-10
3.023294684405776131e-04   2.684039708666159184e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.584167873197132274e-10
3.072468842709003239e-04   2.682411937703349989e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.580001879004567421e-10
3.122442823092857990e-04   2.680785153923516901e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.575842600903396073e-10
3.173229634734976343e-04   2.679159356727969755e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.571690028066458357e-10
3.224842498408441913e-04   2.677534545518381515e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.567544149684049976e-10
3.277294849923381931e-04   2.675910719696788693e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.563404954963892746e-10
3.330600343624588820e-04   2.674287878665589281e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.559272433131106158e-10
3.384772855945983230e-04   2.672666021827543985e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.555146573428182048e-10
3.439826489022924688e-04   2.671045148585776647e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.551027365114953059e-10
3.495775574363275159e-04   2.669425258343772586e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.546914797468565757e-10
3.552634676578139260e-04   2.667806350505378184e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.542808859783455302e-10
3.610418597173337151e-04   2.666188424474801716e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.538709541371313908e-10
3.669142378402493712e-04   2.664571479656613762e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.534616831561065513e-10
3.728821307182833642e-04   2.662955515455745138e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.530530719698837342e-10
3.789470919074667469e-04   2.661340531277487313e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.526451195147930443e-10
3.851107002325568655e-04   2.659726526527492817e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.522378247288794867e-10
3.913745601980383993e-04   2.658113500611775248e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.518311865519000721e-10
3.977403024058036828e-04   2.656501452936706784e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.514252039253209211e-10
4.042095839796305953e-04   2.654890382909020256e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.510198757923148351e-10
4.107840889965647048e-04   2.653280289935810383e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.506152010977581419e-10
4.174655289253134888e-04   2.651671173424528404e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.502111787882284216e-10
4.242556430717776958e-04   2.650063032782985790e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.498078078120011458e-10
4.311561990318228460e-04   2.648455867419355080e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.494050871190476098e-10
4.381689931514190246e-04   2.646849676742165325e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.490030156610317787e-10
4.452958509942655184e-04   2.645244460160304989e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.486015923913075480e-10
4.525386278170166862e-04   2.643640217083021944e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.482008162649163647e-10
4.598992090522438275e-04   2.642036946919920991e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.478006862385840224e-10
4.673795107992463507e-04   2.640434649080965927e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.474012012707183867e-10
4.749814803228499869e-04   2.638833322976477891e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.470023603214064478e-10
4.827070965603183061e-04   2.637232968017136192e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.466041623524115810e-10
4.905583706365045484e-04   2.635633583613976653e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.462066063271710650e-10
4.985373463873893265e-04   2.634035169178392854e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.458096912107931350e-10
5.066461008921268206e-04   2.632437724122135714e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.454134159700544494e-10
5.148867450137492498e-04   2.630841247857312257e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.450177795733974016e-10
5.232614239486662287e-04   2.629245739796385605e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.446227809909271733e-10
5.317723177850971908e-04   2.627651199352177052e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.442284191944094593e-10
5.404216420705914865e-04   2.626057625937861923e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.438346931572676245e-10
5.492116483887789441e-04   2.624465018966972887e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.434416018545798087e-10
5.581446249454960701e-04   2.622873377853397058e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.430491442630766516e-10
5.672228971644543115e-04   2.621282702011377653e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.426573193611381912e-10
5.764488282925879677e-04   2.619692990855513575e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.422661261287916921e-10
5.858248200152535966e-04   2.618104243800758588e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.418755635477086990e-10
5.953533130814370406e-04   2.616516460262420491e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.414856306012021931e-10
6.050367879391218119e-04   2.614929639656161942e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.410963262742244725e-10
6.148777653810022850e-04   2.613343781398000458e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.407076495533640501e-10
6.248788072006894716e-04   2.611758884904307178e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.403195994268431725e-10
6.350425168595961881e-04   2.610174949591808515e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.399321748845152863e-10
6.453715401646702068e-04   2.608591974877582019e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.395453749178622981e-10
6.558685659571429020e-04   2.607009960179061342e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.391591985199919381e-10
6.665363268124913651e-04   2.605428904914032101e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.387736446856351753e-10
6.773775997517752102e-04   2.603848808500633533e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.383887124111435802e-10
6.883952069645496224e-04   2.602269670357357253e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.380044006944867406e-10
6.995920165435374474e-04   2.600691489903047671e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.376207085352496244e-10
7.109709432312431160e-04   2.599114266556902813e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.372376349346300468e-10
7.225349491787214518e-04   2.597537999738470606e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.368551788954359816e-10
7.342870447166765678e-04   2.595962688867653421e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.364733394220829765e-10
7.462302891391107279e-04   2.594388333364703116e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.360921155205916715e-10
7.583677914997190902e-04   2.592814932650225578e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.357115061985849038e-10
7.707027114212294978e-04   2.591242486145175769e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.353315104652855879e-10
7.832382599179196639e-04   2.589670993270861853e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.349521273315138209e-10
7.959777002314985571e-04   2.588100453448941481e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.345733558096842970e-10
8.089243486805937659e-04   2.586530866101423853e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.341951949138038784e-10
8.220815755240540919e-04   2.584962230650668068e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.338176436594689580e-10
8.354528058382862735e-04   2.583394546519383951e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.334407010638629781e-10
8.490415204088746625e-04   2.581827813130632047e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.330643661457536387e-10
8.628512566366895297e-04   2.580262029907821150e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.326886379254907002e-10
8.768856094587426870e-04   2.578697196274711187e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.323135154250030886e-10
8.911482322840201704e-04   2.577133311655411158e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.319389976677965944e-10
9.056428379445294243e-04   2.575570375474379132e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.315650836789511328e-10
9.203731996618220610e-04   2.574008387156422250e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.311917724851184431e-10
9.353431520292386373e-04   2.572447346126696721e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.308190631145193231e-10
9.505565920101191743e-04   2.570887251810706584e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.304469545969411987e-10
9.660174799522645676e-04   2.569328103634306191e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.300754459637356426e-10
9.817298406188841586e-04   2.567769901023696066e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.297045362478157896e-10
9.976977642363201414e-04   2.566212643405424978e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.293342244836539066e-10
1.013925407558815411e-03   2.564656330206390766e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.289645097072785746e-10
1.030416994950587558e-03   2.563100960853837858e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.285953909562727250e-10
1.047176819485520164e-03   2.561546534775357683e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.282268672697706144e-10
1.064209244064724582e-03   2.559993051398890326e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.278589376884555761e-10
1.081518702552288110e-03   2.558440510152720810e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.274916012545575386e-10
1.099109700929497193e-03   2.556888910465482398e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.271248570118504147e-10
1.116986818467822530e-03   2.555338251766154528e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.267587040056496716e-10
1.135154708920998925e-03   2.553788533484062814e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.263931412828098495e-10
1.153618101736478534e-03   2.552239755048878219e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.260281678917221057e-10
1.172381803286598597e-03   2.550691915890619533e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.256637828823117334e-10
1.191450698119775895e-03   2.549145015439648413e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.252999853060354988e-10
1.210829750232039325e-03   2.547599053126675175e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.249367742158795734e-10
1.230524004359261634e-03   2.546054028382752171e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.245741486663566132e-10
1.250538587290391272e-03   2.544509940639279584e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.242121077135036902e-10
1.270878709202058216e-03   2.542966789328001292e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.238506504148795270e-10
1.291549665014883998e-03   2.541424573881004862e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.234897758295622219e-10
1.312556835771842671e-03   2.539883293730723628e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.231294830181468190e-10
1.333905690039058692e-03   2.538342948309935441e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.227697710427426457e-10
1.355601785329368925e-03   2.536803537051759365e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.224106389669712450e-10
1.377650769549053616e-03   2.535265059389662294e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.220520858559635316e-10
1.400058382468097589e-03   2.533727514757451920e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.216941107763575435e-10
1.422830457214352027e-03   2.532190902589280456e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.213367127962961929e-10
1.445972921792019680e-03   2.530655222319641739e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.209798909854244483e-10
1.469491800624817164e-03   2.529120473383374543e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.206236444148872155e-10
1.493393216124251719e-03   2.527586655215660093e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.202679721573269071e-10
1.517683390283405343e-03   2.526053767252020827e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.199128732868807548e-10
1.542368646296627451e-03   2.524521808928322461e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.195583468791788183e-10
1.567455410205594903e-03   2.522990779680773167e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.192043920113411425e-10
1.592950212572122977e-03   2.521460678945921912e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.188510077619757149e-10
1.618859690178197632e-03   2.519931506160660531e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.184981932111759070e-10
1.645190587753662514e-03   2.518403260762221658e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.181459474405180181e-10
